Date,Open,High,Low,Close,Volume
2023-07-10,90.5199966430664,92.16999816894531,90.36000061035156,91.63999938964844,3119700
2023-07-11,91.66999816894531,92.61000061035156,91.61000061035156,92.44000244140625,1859100
2023-07-12,93.29000091552734,93.4800033569336,92.2699966430664,93.0999984741211,2620000
2023-07-13,93.61000061035156,93.87000274658203,92.6500015258789,93.08999633789062,2456300
2023-07-14,93.36000061035156,94.33999633789062,92.61000061035156,93.37999725341797,2599400
2023-07-17,92.9000015258789,93.54000091552734,92.29000091552734,92.6500015258789,1591100
2023-07-18,92.29000091552734,92.33000183105469,91.45999908447266,91.98999786376953,2299500
2023-07-19,92.91000366210938,93.5,90.95999908447266,91.62000274658203,2212200
2023-07-20,91.44000244140625,93.33999633789062,91.4000015258789,92.6500015258789,2337000
2023-07-21,92.55999755859375,92.94999694824219,91.87000274658203,92.56999969482422,2048700
2023-07-24,92.76000213623047,92.93000030517578,91.3499984741211,91.4000015258789,2860100
2023-07-25,91.38999938964844,92.19999694824219,91.19999694824219,91.68000030517578,2509600
2023-07-26,91.2699966430664,91.94000244140625,90.87999725341797,91.62999725341797,3264100
2023-07-27,87.0,87.23999786376953,82.56999969482422,82.66999816894531,11588700
2023-07-28,82.94000244140625,84.80999755859375,82.0999984741211,83.73999786376953,5128500
2023-07-31,84.3499984741211,84.5,81.81999969482422,82.06999969482422,4302800
2023-08-01,81.5,82.0999984741211,81.05000305175781,82.05000305175781,3753300
2023-08-02,81.44999694824219,81.9800033569336,80.29000091552734,80.37999725341797,3495400
2023-08-03,80.16999816894531,80.63999938964844,79.30000305175781,80.0,3131100
2023-08-04,79.69000244140625,80.37000274658203,79.33000183105469,79.55000305175781,3309200
2023-08-07,79.94000244140625,80.62000274658203,79.4800033569336,79.83999633789062,2612100
2023-08-08,79.0,79.0,77.16000366210938,78.58999633789062,4598000
2023-08-09,78.44000244140625,79.23999786376953,77.69000244140625,77.97000122070312,3159300
2023-08-10,78.0,79.08000183105469,77.94000244140625,78.27999877929688,3015800
2023-08-11,78.0,79.58000183105469,77.9000015258789,79.41000366210938,3898300
2023-08-14,79.30000305175781,80.62999725341797,79.29000091552734,80.52999877929688,4097300
2023-08-15,80.47000122070312,80.80000305175781,79.7699966430664,79.86000061035156,4122300
2023-08-16,79.22000122070312,79.9800033569336,78.70999908447266,78.79000091552734,4524300
2023-08-17,78.75,78.77999877929688,76.69999694824219,76.83000183105469,2980500
2023-08-18,76.5,77.19000244140625,76.02999877929688,76.58000183105469,3156500
2023-08-21,76.83000183105469,76.97000122070312,75.66999816894531,76.33000183105469,3315600
2023-08-22,76.02999877929688,76.41999816894531,75.55999755859375,75.97000122070312,3441000
2023-08-23,76.22000122070312,76.45999908447266,75.3499984741211,75.9000015258789,3556200
2023-08-24,76.25,76.48999786376953,74.95999908447266,75.01000213623047,2793700
2023-08-25,75.30999755859375,76.26000213623047,74.9000015258789,76.16999816894531,2112800
2023-08-28,77.23999786376953,77.5,75.5199966430664,76.02999877929688,2793400
2023-08-29,76.26000213623047,77.87999725341797,76.02999877929688,77.83000183105469,3265300
2023-08-30,77.87999725341797,78.62000274658203,77.76000213623047,77.81999969482422,2263000
2023-08-31,77.79000091552734,78.04000091552734,76.41999816894531,76.47000122070312,2739500
2023-09-01,77.18000030517578,77.19999694824219,75.8499984741211,76.37999725341797,2388900
2023-09-05,76.2699966430664,76.4000015258789,75.33999633789062,75.97000122070312,4630200
2023-09-06,76.13999938964844,77.16000366210938,75.77999877929688,76.95999908447266,3396300
2023-09-07,77.02999877929688,77.41000366210938,75.87999725341797,76.08999633789062,3275700
2023-09-08,76.0,76.0,73.94000244140625,74.06999969482422,3779700
2023-09-11,74.01000213623047,75.38999938964844,73.98999786376953,74.87000274658203,3103400
2023-09-12,74.47000122070312,74.94000244140625,73.05999755859375,73.37000274658203,3237900
2023-09-13,73.01000213623047,73.52999877929688,72.76000213623047,73.16999816894531,3031400
